TransactionAmount,TransactionType,Location,IP Address,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Amount_Bin,Target
103.15,1,36,179,1,51.0,0,179.0,1.0,11388.15,64,1,2
505.6,1,10,15,1,52.0,2,183.0,1.0,5347.57,226,2,0
371.86,1,24,419,0,46.0,0,91.0,1.0,1329.45,116,2,0
14.26,1,41,483,1,50.0,1,37.0,1.0,2475.65,171,1,0
13.16,1,23,179,1,43.0,1,98.0,1.0,1019.46,247,1,0
167.92,1,22,334,0,40.0,0,136.0,2.0,14321.73,111,1,2
73.01,1,15,273,0,56.0,2,101.0,1.0,2833.12,205,1,0
201.5,0,9,275,2,61.0,0,196.0,1.0,12148.32,145,1,3
150.3,1,19,252,2,41.0,0,204.0,1.0,14371.08,127,1,2
23.7,1,37,297,0,46.0,0,32.0,1.0,7947.44,320,1,2
49.59,1,4,231,1,48.0,1,147.0,1.0,6037.03,213,1,0
720.13,0,29,153,0,22.0,3,96.0,1.0,387.02,68,0,1
134.92,1,20,76,2,19.0,3,101.0,1.0,1081.97,197,1,1
116.97,1,28,362,0,18.0,3,299.0,1.0,729.7,121,1,1
11.06,1,7,382,0,34.0,1,13.0,3.0,2782.21,45,1,0
88.29,0,15,277,2,50.0,1,287.0,1.0,5245.93,174,1,3
5.81,1,15,113,0,25.0,3,222.0,1.0,1290.95,99,1,1
103.48,1,3,3,0,32.0,1,33.0,1.0,6494.25,191,1,0
156.74,1,28,135,0,70.0,2,136.0,1.0,4004.35,127,1,0
505.14,1,32,438,0,68.0,2,179.0,1.0,2525.47,292,2,0
31.06,1,18,418,0,46.0,0,61.0,1.0,11014.25,61,1,2
7.61,1,1,413,0,50.0,0,163.0,1.0,6275.0,107,1,0
276.16,0,32,489,0,53.0,2,71.0,1.0,1733.34,333,1,3
145.77,1,22,165,0,68.0,2,237.0,1.0,5294.98,301,1,0
369.44,1,11,368,2,34.0,1,19.0,1.0,5018.67,129,2,3
558.86,1,2,158,0,60.0,0,95.0,1.0,9844.32,295,2,2
429.15,1,19,418,1,26.0,3,218.0,1.0,712.13,306,2,1
36.74,1,40,248,1,33.0,0,133.0,1.0,6217.58,94,1,0
79.14,0,32,212,2,57.0,2,22.0,1.0,2229.56,149,1,3
132.48,1,5,425,1,36.0,1,101.0,1.0,9313.05,49,1,0
136.48,1,5,8,2,52.0,1,138.0,4.0,4618.53,193,1,3
203.76,1,7,354,1,55.0,2,37.0,1.0,6747.16,202,1,0
750.95,1,6,98,1,78.0,2,27.0,1.0,5134.37,285,0,0
0.84,1,2,100,0,52.0,1,31.0,1.0,2207.54,51,1,0
257.18,1,20,537,2,67.0,0,28.0,1.0,13336.15,232,1,2
767.66,1,38,272,0,63.0,0,155.0,1.0,1801.69,340,0,0
182.29,1,36,83,2,54.0,0,123.0,1.0,522.39,121,1,3
184.51,0,32,206,2,54.0,0,118.0,1.0,9381.64,187,1,3
451.31,1,13,499,0,62.0,2,166.0,5.0,2963.29,75,2,0
144.1,1,6,443,1,57.0,0,30.0,1.0,11523.64,220,1,2
72.5,1,13,301,0,40.0,0,30.0,1.0,12723.62,324,1,2
74.11,0,41,132,2,69.0,2,71.0,4.0,3920.11,125,1,3
22.15,1,10,542,1,44.0,0,73.0,1.0,7451.83,279,1,2
777.92,1,2,278,1,62.0,0,97.0,1.0,7061.58,189,0,2
790.07,1,24,540,2,28.0,3,197.0,1.0,985.77,262,0,1
767.41,1,13,55,0,56.0,0,27.0,1.0,12799.34,152,0,2
4.58,0,1,558,2,21.0,3,135.0,1.0,811.24,3,1,1
49.67,1,1,239,2,21.0,3,146.0,1.0,842.94,120,1,1
77.83,0,18,393,1,49.0,1,146.0,1.0,2471.53,248,1,3
702.87,1,42,340,0,19.0,3,184.0,1.0,1237.5,290,0,1
868.05,0,36,287,2,49.0,1,119.0,1.0,3931.03,214,0,3
52.87,1,16,561,1,24.0,3,70.0,1.0,960.96,325,1,1
179.0,1,15,439,0,78.0,2,121.0,1.0,7310.88,235,1,0
384.11,1,13,278,0,58.0,2,12.0,1.0,7902.52,13,2,0
227.61,1,15,353,2,71.0,2,61.0,1.0,4405.28,78,1,3
40.83,1,16,1,0,48.0,1,24.0,1.0,3944.12,340,1,0
484.24,1,33,510,1,67.0,0,77.0,1.0,8042.3,21,2,2
301.47,1,7,399,1,21.0,3,291.0,1.0,560.73,182,2,1
199.09,1,11,164,2,70.0,0,89.0,1.0,1658.52,143,1,3
515.94,1,37,371,0,29.0,1,37.0,1.0,1389.89,286,2,0
41.93,1,14,330,0,48.0,1,136.0,1.0,5081.26,1,1,0
95.35,1,6,408,2,21.0,3,131.0,1.0,1639.9,59,1,1
93.14,1,22,543,2,67.0,2,151.0,1.0,5473.82,90,1,3
79.33,0,19,489,2,51.0,0,109.0,1.0,14798.1,43,1,3
233.71,1,17,47,2,19.0,3,297.0,1.0,1231.98,345,1,1
14.92,1,19,463,1,26.0,1,120.0,1.0,6611.26,70,1,0
242.17,1,17,36,0,60.0,0,147.0,1.0,883.72,257,1,0
122.98,1,17,43,2,79.0,2,228.0,1.0,5055.99,207,1,3
129.35,1,19,229,0,52.0,1,130.0,1.0,7166.88,198,1,0
138.33,1,9,384,2,21.0,3,69.0,1.0,232.56,174,1,1
39.31,1,32,308,2,25.0,3,178.0,1.0,1236.38,24,1,1
91.85,1,39,491,2,21.0,3,148.0,1.0,802.09,350,1,1
277.7,1,26,169,1,58.0,1,107.0,1.0,1423.2,319,1,0
114.03,1,32,5,0,51.0,0,172.0,1.0,13388.56,318,1,2
302.63,0,38,234,1,27.0,1,10.0,1.0,2801.28,54,2,3
31.19,1,5,569,0,52.0,1,74.0,1.0,5545.96,190,1,0
112.91,0,40,457,2,27.0,1,135.0,1.0,4764.48,193,1,3
742.26,1,36,215,2,27.0,1,36.0,1.0,7868.19,218,0,3
256.8,1,5,218,0,26.0,3,80.0,1.0,1128.38,179,1,1
378.68,1,13,385,0,60.0,0,239.0,1.0,7627.04,48,2,2
571.93,1,42,44,2,52.0,2,119.0,1.0,4026.03,19,2,3
26.31,0,2,246,2,77.0,2,163.0,1.0,7095.76,31,1,3
533.61,1,23,498,2,48.0,1,115.0,1.0,3656.93,319,2,3
428.62,1,33,507,1,55.0,2,72.0,1.0,3473.24,241,2,0
361.22,1,33,217,0,64.0,2,167.0,1.0,7061.73,241,2,0
837.29,1,31,343,1,25.0,3,216.0,1.0,6012.67,49,0,1
135.27,1,1,197,0,48.0,0,131.0,1.0,9410.51,189,1,2
185.1,1,0,331,1,53.0,2,23.0,1.0,6115.63,257,1,0
354.96,1,13,446,2,69.0,0,96.0,1.0,6712.94,116,2,2
224.22,1,14,138,1,53.0,0,37.0,1.0,8400.87,354,1,2
737.1,1,42,127,0,60.0,2,92.0,1.0,4644.19,284,0,0
223.22,1,13,498,0,27.0,3,96.0,1.0,1734.22,112,1,1
557.26,1,38,286,0,69.0,0,53.0,1.0,5237.12,206,2,2
27.44,1,4,226,0,62.0,2,164.0,1.0,5950.48,140,1,0
310.09,1,11,555,1,36.0,0,166.0,1.0,9962.5,268,2,2
80.38,1,18,1,2,52.0,0,116.0,1.0,9662.88,211,1,2
26.1,0,11,209,1,66.0,0,115.0,1.0,5243.0,241,1,3
845.14,0,28,526,1,73.0,2,183.0,1.0,1702.65,286,0,3
59.73,1,14,245,0,27.0,3,56.0,1.0,800.93,227,1,1
758.77,1,35,189,0,60.0,1,114.0,1.0,7231.47,121,0,0
301.51,1,5,271,0,22.0,3,284.0,1.0,1052.31,285,2,1
118.06,0,19,504,1,32.0,0,31.0,1.0,13560.63,47,1,3
483.92,1,27,124,0,70.0,2,115.0,1.0,3138.0,36,2,0
78.93,1,23,330,0,38.0,0,145.0,1.0,9916.24,353,1,2
36.63,1,24,172,0,75.0,2,261.0,1.0,7941.73,72,1,0
87.85,1,7,237,1,49.0,1,63.0,1.0,3753.24,53,1,0
705.34,1,42,487,2,59.0,0,124.0,1.0,5003.22,354,0,3
146.55,1,41,540,2,54.0,2,124.0,5.0,4087.44,75,1,0
116.89,1,8,127,2,71.0,2,226.0,1.0,4880.31,14,1,3
106.41,1,20,545,1,57.0,2,87.0,1.0,1310.38,38,1,0
584.41,1,19,74,0,23.0,3,41.0,1.0,4475.22,305,2,1
584.98,0,6,303,1,55.0,2,121.0,1.0,6521.05,96,2,3
79.21,1,7,192,1,56.0,2,140.0,1.0,1615.04,38,1,0
173.13,0,1,446,2,20.0,3,288.0,1.0,1490.34,61,1,1
422.81,1,20,519,1,28.0,3,193.0,1.0,1929.28,245,2,1
135.43,1,38,69,0,57.0,2,92.0,1.0,5315.83,154,1,0
308.94,1,20,442,2,25.0,3,167.0,1.0,1931.66,84,2,1
295.93,1,4,124,1,36.0,0,117.0,1.0,1050.63,213,1,0
77.44,1,42,279,1,58.0,2,268.0,1.0,1950.63,275,1,0
92.5,0,39,44,2,40.0,1,70.0,1.0,6295.45,122,1,3
97.74,0,20,345,2,41.0,1,137.0,1.0,4113.63,52,1,3
291.68,1,8,508,0,21.0,3,90.0,1.0,1451.02,335,1,1
56.96,1,0,506,0,22.0,3,135.0,1.0,1597.85,55,1,1
436.8,1,39,260,2,27.0,3,92.0,1.0,1256.33,217,2,1
259.49,1,2,183,2,72.0,2,292.0,1.0,7320.61,68,1,3
726.26,1,29,500,2,57.0,2,147.0,1.0,2150.38,26,0,3
568.68,1,15,257,0,72.0,2,101.0,1.0,2940.04,136,2,0
14.16,0,28,65,1,74.0,2,290.0,1.0,5399.76,237,1,3
61.33,1,33,201,0,27.0,1,129.0,1.0,7537.4,4,1,0
27.64,1,27,318,2,54.0,1,23.0,1.0,7498.51,119,1,3
3.85,1,38,509,0,29.0,0,32.0,1.0,10506.41,148,1,2
431.22,0,2,36,1,73.0,2,129.0,1.0,6505.98,67,2,3
178.55,1,15,170,1,55.0,1,67.0,1.0,7568.4,357,1,0
248.76,1,10,530,0,18.0,3,56.0,1.0,546.46,10,1,1
76.16,1,37,7,0,23.0,3,99.0,1.0,1072.25,340,1,1
347.25,1,16,390,0,69.0,0,250.0,1.0,7273.55,98,2,2
325.98,1,42,116,0,19.0,3,277.0,1.0,782.35,120,2,1
249.56,1,27,439,1,76.0,2,246.0,1.0,4444.95,284,1,0
17.43,1,0,155,0,56.0,0,33.0,1.0,10658.88,133,1,2
198.01,0,2,544,1,26.0,3,40.0,1.0,250.93,226,1,1
585.58,1,33,221,1,23.0,3,55.0,1.0,1729.02,173,2,1
434.67,0,41,81,2,27.0,3,124.0,1.0,1298.13,226,2,3
510.7,0,26,161,2,27.0,3,294.0,1.0,5828.48,94,2,3
331.98,1,10,477,0,74.0,2,12.0,1.0,7600.99,183,2,0
199.54,1,32,170,2,56.0,1,268.0,1.0,9603.73,265,1,2
212.97,1,1,430,2,59.0,1,178.0,1.0,4180.4,258,1,0
270.56,1,30,465,2,23.0,3,139.0,1.0,1268.44,102,1,1
306.37,1,7,320,0,26.0,1,120.0,1.0,9609.67,80,2,0
643.02,0,11,391,0,38.0,0,85.0,1.0,11989.39,38,0,2
98.48,1,24,304,1,47.0,1,12.0,1.0,9538.92,305,1,2
889.01,1,41,288,2,36.0,1,169.0,1.0,4826.88,299,0,3
537.86,1,18,121,2,27.0,3,134.0,1.0,293.06,184,2,1
241.18,1,23,65,0,25.0,3,162.0,1.0,1445.53,33,1,1
130.54,1,1,217,0,64.0,0,94.0,1.0,11204.62,207,1,2
800.29,0,36,49,1,20.0,3,84.0,1.0,693.4,318,0,1
8.81,1,9,397,2,57.0,0,165.0,1.0,13523.65,197,1,2
28.52,1,11,412,0,20.0,3,163.0,1.0,662.51,125,1,1
431.31,0,1,358,2,23.0,3,99.0,1.0,342.73,186,2,1
885.33,0,33,415,0,47.0,1,59.0,1.0,7764.16,220,0,3
199.23,1,40,364,0,29.0,1,54.0,1.0,9834.0,83,1,0
42.26,1,33,471,0,44.0,0,171.0,1.0,268.77,192,1,0
166.06,1,16,547,0,30.0,1,172.0,1.0,5397.68,41,1,0
588.37,1,9,442,2,28.0,3,284.0,1.0,1926.08,76,2,1
72.82,1,15,366,2,68.0,0,127.0,1.0,6911.62,26,1,2
162.36,1,40,77,2,36.0,1,147.0,1.0,7527.04,159,1,3
584.82,0,26,302,2,43.0,0,109.0,1.0,12071.1,204,2,3
38.15,0,28,32,2,72.0,2,129.0,1.0,1425.47,359,1,3
639.57,1,30,254,1,60.0,0,43.0,1.0,11726.47,338,0,2
58.23,1,31,300,2,28.0,3,34.0,1.0,9189.76,216,1,3
776.21,0,33,332,2,78.0,2,99.0,1.0,4895.87,15,0,3
188.61,1,4,24,2,67.0,2,26.0,1.0,7167.57,0,1,3
675.37,0,17,6,2,56.0,2,31.0,1.0,4704.91,287,0,3
94.82,0,8,223,1,67.0,2,56.0,1.0,1267.72,353,1,3
425.18,0,14,372,2,59.0,1,135.0,1.0,5790.55,302,2,3
50.28,1,28,283,1,60.0,1,65.0,1.0,5729.1,23,1,0
70.68,1,12,84,2,25.0,3,105.0,1.0,1478.41,271,1,1
261.77,1,6,540,2,28.0,3,46.0,1.0,824.71,324,1,1
183.22,1,25,489,0,27.0,3,63.0,1.0,1024.42,64,1,1
58.32,0,21,553,1,29.0,1,275.0,4.0,6027.49,35,1,3
156.86,1,5,28,0,51.0,0,102.0,1.0,14453.35,244,1,2
120.67,1,7,335,0,42.0,0,233.0,1.0,5374.54,344,1,0
308.62,0,34,482,1,59.0,1,101.0,1.0,9148.08,24,2,3
506.81,1,25,106,0,59.0,1,41.0,1.0,2757.23,97,2,0
328.39,1,27,31,0,41.0,1,108.0,1.0,2523.83,333,2,0
796.3,1,2,569,1,67.0,2,64.0,1.0,1498.79,129,0,0
72.47,1,4,555,2,29.0,0,72.0,1.0,1305.56,286,1,0
279.6,1,13,235,0,25.0,3,131.0,1.0,1910.9,30,1,1
304.2,1,16,29,2,25.0,3,102.0,1.0,423.64,236,2,1
351.38,1,27,435,1,64.0,2,21.0,1.0,7606.63,9,2,0
86.07,1,9,268,1,31.0,0,23.0,1.0,842.56,355,1,0
604.5,1,32,384,0,28.0,3,80.0,1.0,709.42,9,0,1
258.7,1,5,182,0,27.0,3,123.0,1.0,1358.37,13,1,1
11.46,0,2,229,1,75.0,2,64.0,1.0,7258.33,107,1,3
63.76,1,35,93,0,69.0,2,100.0,1.0,4980.26,239,1,0
446.83,0,24,519,1,55.0,2,143.0,1.0,1623.5,190,2,3
63.54,1,9,450,0,26.0,1,136.0,1.0,4401.78,68,1,0
81.11,1,5,451,2,48.0,1,110.0,1.0,2051.37,83,1,0
441.26,0,40,563,1,58.0,0,87.0,5.0,13704.92,317,2,2
170.96,1,42,579,1,64.0,0,69.0,1.0,13374.89,30,1,2
48.51,1,2,537,1,22.0,3,69.0,1.0,3363.23,269,1,1
325.03,1,17,36,1,60.0,0,106.0,1.0,13521.76,225,2,2
738.94,1,30,426,1,41.0,0,173.0,1.0,13856.18,148,0,2
180.36,0,28,238,2,33.0,1,55.0,1.0,9905.23,17,1,3
720.46,1,40,259,1,54.0,2,44.0,1.0,3101.54,132,0,0
291.46,1,24,142,0,57.0,2,135.0,1.0,7142.53,220,1,0
98.24,1,23,271,2,28.0,3,148.0,1.0,580.66,155,1,1
100.48,0,25,100,1,18.0,3,104.0,1.0,6149.81,348,1,1
45.9,1,8,355,1,56.0,1,264.0,1.0,5698.25,82,1,0
258.21,1,35,499,2,39.0,0,225.0,1.0,9562.41,228,1,2
287.51,1,12,256,2,22.0,3,255.0,1.0,187.65,116,1,1
501.3,0,35,285,2,26.0,1,146.0,1.0,8520.08,104,2,3
26.1,1,23,519,0,27.0,3,32.0,1.0,1435.72,46,1,1
436.77,1,17,437,0,20.0,3,176.0,1.0,825.69,168,2,1
123.35,0,3,215,2,31.0,0,10.0,1.0,6852.16,215,1,3
139.52,1,32,342,1,23.0,3,31.0,1.0,1570.22,97,1,1
122.85,0,39,328,2,47.0,0,127.0,3.0,13185.39,37,1,3
2.51,1,3,433,2,63.0,2,32.0,1.0,4891.56,298,1,0
22.62,1,41,285,0,64.0,0,102.0,1.0,7682.0,293,1,2
126.83,1,2,320,1,57.0,2,39.0,1.0,6100.98,248,1,0
46.6,1,11,134,2,55.0,0,68.0,1.0,1562.9,0,1,3
243.8,1,37,489,1,57.0,0,48.0,1.0,13732.81,226,1,2
231.51,0,28,314,1,60.0,2,96.0,1.0,5790.7,345,1,3
762.74,1,20,524,0,64.0,0,244.0,1.0,207.1,16,0,0
34.03,1,20,116,1,57.0,1,38.0,1.0,3077.2,216,1,0
101.51,0,40,374,2,46.0,1,199.0,1.0,3052.47,330,1,3
309.42,1,14,336,1,27.0,1,42.0,1.0,8564.46,238,2,0
257.6,0,13,416,2,59.0,2,293.0,1.0,7950.74,214,1,3
82.01,0,34,328,1,23.0,3,156.0,1.0,287.46,51,1,1
476.99,1,36,44,2,23.0,3,187.0,1.0,1154.48,227,2,1
333.39,1,30,4,0,68.0,0,35.0,1.0,10628.59,134,2,2
10.3,1,14,144,0,47.0,1,197.0,1.0,7801.32,229,1,0
737.46,0,0,304,1,53.0,0,75.0,4.0,634.16,74,0,3
98.95,1,23,38,1,75.0,2,73.0,1.0,5670.82,89,1,0
215.13,1,5,178,2,46.0,1,114.0,1.0,3956.69,113,1,3
218.57,0,22,35,1,62.0,0,102.0,1.0,13869.86,116,1,2
341.88,1,2,377,0,43.0,1,89.0,1.0,4159.52,276,2,0
50.43,1,38,180,1,32.0,0,51.0,1.0,9794.26,167,1,2
440.43,1,7,36,1,78.0,2,23.0,1.0,5123.24,89,2,0
1.98,1,39,430,0,66.0,0,170.0,1.0,11619.1,263,1,2
173.45,1,30,101,0,31.0,1,161.0,1.0,9077.62,48,1,0
438.76,1,35,235,1,22.0,3,73.0,1.0,1824.19,289,2,1
519.62,0,42,451,2,71.0,2,40.0,1.0,4159.33,14,2,3
738.68,1,6,286,2,50.0,0,124.0,1.0,14352.33,316,0,2
151.14,1,22,120,2,64.0,2,38.0,1.0,2156.54,316,1,3
444.52,1,21,337,2,27.0,1,17.0,1.0,5424.6,35,2,3
5.29,1,16,362,2,52.0,0,276.0,1.0,11263.89,171,1,2
97.63,0,25,13,2,48.0,0,127.0,1.0,12467.31,286,1,3
256.95,1,36,440,1,26.0,1,71.0,1.0,2531.24,107,1,0
734.86,0,4,92,1,48.0,1,290.0,1.0,6242.03,146,0,3
84.28,1,22,497,1,39.0,0,142.0,1.0,13586.06,77,1,2
202.49,0,41,573,0,48.0,1,69.0,1.0,7447.1,125,1,3
154.99,1,23,539,1,25.0,3,53.0,1.0,1419.31,103,1,1
481.53,1,1,355,1,58.0,2,277.0,1.0,6142.54,330,2,0
172.92,1,24,337,2,20.0,3,212.0,1.0,416.37,111,1,1
275.59,0,30,88,1,53.0,2,238.0,1.0,6313.22,229,1,3
207.2,1,8,335,2,60.0,1,133.0,1.0,8092.94,0,1,3
136.82,1,6,444,1,31.0,1,14.0,1.0,6229.13,100,1,0
624.0,1,15,44,1,26.0,1,132.0,5.0,4976.18,318,0,0
10.15,1,2,459,0,59.0,0,58.0,5.0,7155.04,276,1,2
26.3,1,41,421,0,32.0,0,33.0,1.0,7473.73,185,1,0
319.5,0,41,458,1,29.0,1,69.0,1.0,2366.3,261,2,3
182.42,1,18,381,1,51.0,2,137.0,1.0,3051.29,257,1,0
716.62,1,1,464,0,44.0,0,241.0,1.0,6987.4,222,0,0
222.96,0,14,309,0,65.0,0,150.0,1.0,7370.41,357,1,2
79.77,1,37,451,0,68.0,2,167.0,1.0,5010.31,141,1,0
592.24,1,40,167,0,52.0,0,140.0,1.0,9817.05,57,2,2
200.19,0,35,226,1,52.0,2,108.0,1.0,4389.96,353,1,3
343.88,1,26,331,2,63.0,2,97.0,1.0,6486.18,337,2,3
162.1,1,25,544,1,41.0,1,151.0,1.0,8576.65,106,1,0
36.12,1,15,483,2,22.0,3,234.0,1.0,1593.03,108,1,1
354.91,1,4,215,0,74.0,2,191.0,1.0,3872.55,165,2,0
38.41,1,10,166,0,40.0,0,117.0,1.0,9129.68,64,1,2
13.3,1,35,121,0,23.0,3,63.0,1.0,213.0,174,1,1
189.65,1,5,126,0,21.0,3,60.0,1.0,8457.09,277,1,0
255.32,1,3,434,0,80.0,2,27.0,1.0,6290.62,66,1,0
230.51,0,22,421,1,51.0,1,56.0,1.0,9522.37,265,1,3
237.74,1,40,566,0,61.0,0,152.0,1.0,11795.12,243,1,2
85.01,0,32,346,0,25.0,3,157.0,1.0,1299.4,155,1,1
444.47,1,38,417,2,57.0,2,61.0,1.0,6062.94,258,2,3
55.98,0,18,506,1,24.0,3,87.0,1.0,7047.04,340,1,1
54.91,0,8,133,0,41.0,1,275.0,1.0,7927.27,62,1,3
393.74,1,5,485,2,26.0,3,90.0,1.0,1769.06,29,2,1
515.57,1,8,134,0,27.0,1,56.0,1.0,9269.67,31,2,0
332.15,1,9,402,0,59.0,0,105.0,1.0,9749.46,53,2,2
177.94,1,25,372,2,19.0,3,173.0,1.0,123.24,305,1,1
240.03,1,1,330,2,33.0,1,31.0,1.0,7807.73,198,1,3
474.77,1,4,492,2,46.0,1,284.0,1.0,8494.53,1,2,3
451.7,1,6,267,2,29.0,1,103.0,1.0,8994.67,267,2,3
243.85,1,29,284,1,39.0,1,43.0,1.0,4576.78,150,1,0
435.08,1,37,26,2,55.0,1,78.0,1.0,2103.41,291,2,3
127.78,1,24,38,0,20.0,3,170.0,1.0,1046.66,243,1,1
23.14,0,23,72,2,47.0,0,93.0,1.0,10536.54,178,1,3
545.87,1,24,185,1,27.0,1,41.0,1.0,4860.01,201,2,0
21.21,1,26,20,2,55.0,1,37.0,1.0,9575.42,55,1,3
423.53,0,18,389,1,50.0,0,81.0,1.0,5453.4,60,2,3
114.15,1,1,443,0,19.0,3,52.0,1.0,1612.4,135,1,1
275.98,0,42,555,2,72.0,2,67.0,1.0,6151.05,53,1,3
590.68,1,42,229,1,27.0,3,23.0,1.0,852.2,172,2,1
152.42,1,38,405,0,42.0,0,176.0,1.0,9141.79,354,1,2
395.77,0,12,45,1,43.0,0,118.0,1.0,6425.99,114,2,3
615.16,1,4,485,2,26.0,3,140.0,1.0,214.61,14,0,1
207.82,0,19,389,2,19.0,3,30.0,1.0,229.02,39,1,1
220.52,1,39,435,0,57.0,2,152.0,1.0,1793.09,56,1,0
281.47,1,30,9,0,34.0,1,142.0,1.0,4437.48,289,1,0
57.91,0,34,511,1,58.0,1,97.0,1.0,3641.06,40,1,3
30.48,0,39,442,1,32.0,0,78.0,1.0,11481.85,75,1,3
424.47,1,28,147,2,22.0,3,116.0,1.0,5491.55,140,2,1
228.4,1,29,141,0,67.0,0,116.0,1.0,9598.43,193,1,2
67.17,1,39,12,2,63.0,0,48.0,1.0,14410.44,152,1,2
118.69,1,29,148,2,33.0,0,296.0,1.0,749.34,217,1,3
221.33,1,21,518,0,27.0,3,276.0,1.0,1185.43,208,1,1
252.31,0,39,434,0,26.0,3,172.0,1.0,1584.6,343,1,1
433.53,1,30,197,1,38.0,0,231.0,1.0,6368.32,165,2,0
178.26,1,28,565,0,59.0,2,59.0,1.0,1137.13,148,1,0
237.0,1,40,306,2,49.0,0,115.0,1.0,14021.4,110,1,2
347.63,0,6,197,2,25.0,3,272.0,1.0,1400.04,136,2,1
517.68,1,29,472,0,31.0,0,24.0,1.0,11305.81,103,2,2
36.25,1,40,250,1,52.0,0,76.0,1.0,193.06,226,1,0
46.53,1,37,91,0,42.0,1,34.0,1.0,4468.12,59,1,0
207.47,1,24,135,0,53.0,0,12.0,1.0,1688.9,38,1,0
199.7,1,16,479,0,43.0,1,285.0,1.0,7574.45,155,1,0
307.89,0,26,101,2,62.0,2,90.0,1.0,2637.55,310,2,3
403.63,1,19,578,1,31.0,1,167.0,3.0,3304.02,95,2,0
20.06,1,22,315,0,27.0,3,144.0,1.0,445.21,218,1,1
236.57,1,34,217,0,79.0,2,112.0,1.0,3488.77,8,1,0
0.32,1,4,217,0,39.0,1,136.0,1.0,7158.58,214,1,0
14.28,1,31,298,0,23.0,3,81.0,1.0,1597.51,60,1,1
232.35,0,1,113,1,33.0,1,153.0,1.0,4186.25,119,1,3
317.53,1,24,103,2,44.0,1,104.0,1.0,6237.68,16,2,3
74.67,1,16,169,0,43.0,1,283.0,1.0,3449.35,277,1,0
65.01,0,2,566,2,29.0,0,67.0,1.0,10235.19,183,1,3
0.45,1,18,446,1,34.0,1,172.0,1.0,8670.23,226,1,0
364.13,1,13,81,0,63.0,0,61.0,1.0,8198.0,240,2,2
15.81,1,28,579,1,69.0,0,11.0,4.0,8384.85,342,1,2
222.66,1,11,397,2,39.0,0,88.0,1.0,14466.38,266,1,2
638.24,1,31,375,1,48.0,1,64.0,1.0,5695.78,325,0,0
241.21,1,29,56,0,31.0,1,108.0,1.0,1220.86,173,1,0
171.16,1,27,132,2,51.0,2,42.0,1.0,6126.5,278,1,3
37.65,0,38,349,2,27.0,3,109.0,1.0,411.78,278,1,1
25.77,1,22,571,2,68.0,2,18.0,1.0,4331.54,17,1,3
789.8,1,17,488,0,40.0,0,94.0,1.0,13948.09,69,0,2
806.97,1,39,274,2,25.0,3,11.0,1.0,102.2,150,0,1
490.82,1,18,207,0,26.0,1,114.0,1.0,8704.27,198,2,0
311.28,1,1,250,1,49.0,0,198.0,1.0,135.96,170,2,0
85.03,1,36,175,0,51.0,2,48.0,1.0,4597.57,36,1,0
307.75,1,11,407,1,64.0,0,63.0,1.0,1061.58,220,2,0
333.67,1,13,80,2,36.0,1,68.0,1.0,9238.08,141,2,3
589.89,1,17,554,1,56.0,1,213.0,3.0,9404.63,339,2,2
372.08,1,15,14,1,66.0,0,63.0,1.0,13330.74,351,2,2
502.9,0,14,96,2,26.0,3,141.0,1.0,341.24,137,2,1
103.81,1,28,336,0,36.0,0,34.0,1.0,7044.63,330,1,0
69.43,1,19,94,0,30.0,1,162.0,1.0,9281.85,128,1,0
110.4,0,36,480,0,56.0,0,62.0,1.0,8639.36,130,1,2
251.8,1,23,473,0,62.0,0,102.0,1.0,11796.66,232,1,2
334.07,1,27,10,1,59.0,1,200.0,1.0,7306.79,245,2,2
52.44,1,33,12,2,27.0,3,87.0,1.0,3157.75,188,1,1
141.37,1,10,454,2,46.0,1,77.0,1.0,1019.77,317,1,0
211.7,0,6,470,2,50.0,0,205.0,1.0,12272.78,45,1,3
61.4,1,38,486,1,41.0,1,20.0,2.0,7892.87,124,1,0
308.23,1,19,291,0,60.0,2,23.0,1.0,4150.63,311,2,0
111.41,1,6,230,1,21.0,3,181.0,1.0,1204.11,260,1,1
675.49,1,5,313,0,61.0,2,159.0,1.0,1893.0,263,0,0
294.61,1,29,341,1,60.0,2,74.0,1.0,7375.59,70,1,0
106.43,0,31,131,0,52.0,1,164.0,1.0,9403.12,252,1,2
381.52,1,39,249,2,36.0,0,79.0,1.0,5798.92,283,2,3
5.66,1,14,217,1,40.0,1,33.0,1.0,5434.64,319,1,0
209.09,1,41,503,0,48.0,0,203.0,1.0,9100.81,8,1,2
521.81,1,41,328,0,47.0,1,34.0,1.0,4750.96,64,2,0
588.36,1,5,539,2,33.0,1,134.0,1.0,8434.99,239,2,3
146.67,1,0,238,2,20.0,3,273.0,1.0,1569.75,282,1,1
176.52,0,36,359,2,73.0,2,94.0,5.0,7132.08,138,1,3
57.34,1,1,231,2,27.0,3,81.0,1.0,1100.64,239,1,1
294.77,1,30,372,2,77.0,2,101.0,1.0,2272.17,219,1,3
162.59,1,16,303,1,64.0,2,19.0,1.0,7104.83,143,1,0
56.15,1,26,342,1,31.0,0,77.0,1.0,13265.92,160,1,2
524.55,1,12,514,0,39.0,0,175.0,1.0,8292.75,37,2,0
535.4,1,36,443,1,23.0,3,110.0,1.0,651.84,147,2,1
